timesteps,target_index,elapsed_time,target_x,target_y,target_z,distance,reward,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,valid_side_hit,whip_target_contact
40000,0,1.08,1.1,-0.45,0.8,0.9025338388129321,11.141982700284451,-1.5881569090237138,-1.7631650102590475,-1.0489668698017518,-0.15826369002454024,-2.7503768288107207,1.4548841974008628,0,0
40000,0,1.09,1.1,-0.45,0.8,0.8920351251684557,10.341874950284025,-1.60193410837636,-1.7673411434596817,-1.0826488471974813,-0.1650131063634664,-2.7483118729815645,1.4689434083557074,0,0
40000,0,1.1,1.1,-0.45,0.8,0.8822021414271319,9.237352040435304,-1.6175375801915894,-1.769837655159629,-1.11409792792384,-0.17321457926428346,-2.7478370554478477,1.482801726905625,0,0
40000,0,1.11,1.1,-0.45,0.8,0.8728277489564521,8.7882350738616,-1.6349025156142825,-1.770661326864304,-1.1428807046800002,-0.18242275952346973,-2.7483474743243663,1.496894979433518,0,0
40000,0,1.12,1.1,-0.45,0.8,0.8638181916068077,8.432232674243668,-1.65394576326312,-1.7698818357467072,-1.1686641662347919,-0.19245096958709104,-2.7494616086426866,1.5114268204188475,0,0
40000,0,1.1300000000000001,1.1,-0.45,0.8,0.8548420277740097,8.40643916119193,-1.6745975401994952,-1.76762536055455,-1.191278321285586,-0.2033745652573363,-2.7507958267526744,1.526556554733795,0,0
40000,0,1.1400000000000001,1.1,-0.45,0.8,0.8461038244300553,8.173714711151453,-1.6967314840795222,-1.763954685215159,-1.21088042745321,-0.21513608255560893,-2.7525066816437955,1.5420678751930545,0,0
40000,0,1.1500000000000001,1.1,-0.45,0.8,0.837742013069344,7.801065274484437,-1.7202446107574352,-1.7589973897795452,-1.2274805077156459,-0.2273111526072413,-2.754738585987943,1.557996568616743,0,0
40000,0,1.16,1.1,-0.45,0.8,0.8295230129080684,7.661637604069972,-1.745029122117825,-1.7529420353387963,-1.2410667980107029,-0.23928544203389138,-2.7571550890182013,1.5743630751365352,0,0
40000,0,1.17,1.1,-0.45,0.8,0.8212718623707952,7.693203447620727,-1.7709939236941525,-1.745983567204352,-1.2516877829853417,-0.25061880000059583,-2.759564662395042,1.5914055772634204,0,0
40000,0,1.18,1.1,-0.45,0.8,0.8128116933085741,7.909573593876197,-1.7980550980632164,-1.7383515339963642,-1.2593885920706496,-0.2611844955411029,-2.7620159476471735,1.6092112898281439,0,0
40000,0,1.19,1.1,-0.45,0.8,0.8039381220590454,8.330016838862736,-1.8261595157026935,-1.7302995650199278,-1.2642587234353182,-0.2708625657342781,-2.7646547956240575,1.6280397399387687,0,0
40000,0,1.2,1.1,-0.45,0.8,0.7943116059755089,11.0040827867633,-1.8552212587421812,-1.722051316548806,-1.2664339200617964,-0.2797445932849403,-2.7676425315316453,1.6475297749770954,0,0
40000,0,1.21,1.1,-0.45,0.8,0.7834858659738289,12.444431965809637,-1.8851692751960658,-1.7137902510561092,-1.2660760689824946,-0.2880697663108673,-2.7710722020311147,1.6677353447296621,0,0
40000,0,1.22,1.1,-0.45,0.8,0.7708475229780246,14.633909010486079,-1.9159014352750305,-1.705600138241733,-1.263390330898811,-0.2960873007146199,-2.7748506000486803,1.6889134503714747,0,0
40000,0,1.23,1.1,-0.45,0.8,0.7561328220626771,17.16747601467907,-1.9473033636466097,-1.6974429512728335,-1.2586109992692993,-0.30428802023341167,-2.778812451850177,1.7110650939270913,0,0
40000,0,1.24,1.1,-0.45,0.8,0.7428922187267692,15.412766553134528,-1.9791735320664017,-1.6889893522615491,-1.2520443953021312,-0.3133134218590651,-2.7826809672008084,1.7332264215302995,0,0
40000,0,1.25,1.1,-0.45,0.8,0.7408916561838911,1.8058942562564206,-2.011224471049759,-1.679514966014851,-1.244213914270733,-0.3238399624545654,-2.7861035243526557,1.7542716439938706,0,0
40000,0,1.26,1.1,-0.45,0.8,0.7578840475703094,-2.121879305219758,-2.0439280007441614,-1.6686711972799004,-1.2350063644967413,-0.3361674061310318,-2.788435786080426,1.7745737020155965,0,0
40000,0,1.27,1.1,-0.45,0.8,0.7873272118916101,-3.2513655537418455,-2.077707520745427,-1.65766308186077,-1.2235785544508833,-0.35003349339568934,-2.7896916750320657,1.7940484201249813,0,0
40000,0,1.28,1.1,-0.45,0.8,0.8153078769098501,-3.124459106960364,-2.112439412173888,-1.6470024421859135,-1.21012544002746,-0.36566020956096695,-2.7922588511112,1.8109747614463048,0,0
40000,0,1.29,1.1,-0.45,0.8,0.8406752513171858,-2.886737520440481,-2.1481820080915597,-1.6377514926295091,-1.1944708758350597,-0.3830892939317238,-2.7961371773150203,1.8263995211853175,0,0
40000,0,1.3,1.1,-0.45,0.8,0.8655200897539295,-2.8436735348569044,-2.1847944149284086,-1.6305970438387913,-1.176900502769399,-0.40211781606419433,-2.8011943996393986,1.8416648505605235,0,0
40000,0,1.31,1.1,-0.45,0.8,0.8910600049345472,-2.9102375778341303,-2.222162016229849,-1.625666379390237,-1.1576275887695253,-0.4227184925251561,-2.8070217441315473,1.8559724753624387,0,0
40000,0,1.32,1.1,-0.45,0.8,0.918179876031199,-3.056565118294833,-2.260235804370676,-1.6228291602122709,-1.1367694999136453,-0.44484240510712286,-2.81357152992334,1.8682257604354169,0,0
